form	lemma	xpostag	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	suffix	suffix_vowel	suffix_initial
kampecből	kampec	[/N][Ela]	1	8570080167	1979	-2.932984884457958	0.3634609097484384	9	3	6	2	TRUE	ae	ből	front	C
kampecbe	kampec	[/N][Ill]	1	8570080167	1979	-2.932984884457958	0.3634609097484384	8	3	6	2	TRUE	ae	be	front	C
kampecban	kampec	[/N][Ine]	1	8570080167	1979	-2.932984884457958	0.3634609097484384	9	3	6	2	TRUE	ae	ban	back	C
kampecben	kampec	[/N][Ine]	3	8570080167	1979	-2.455863629738295	0.3634609097484384	9	3	6	2	TRUE	ae	ben	front	C
kampeccel	kampec	[/N][Ins]	7	8570080167	1979	-2.087886844443701	0.3634609097484384	9	3	6	2	TRUE	ae	vel	front	C
kampecek	kampec	[/N][Pl][Nom]	3	8570080167	1979	-2.455863629738295	0.3634609097484384	8	3	6	2	TRUE	ae	ek	front	V
kampeca	kampec	[/N][Poss.3Sg][Nom]	37	8570080167	1979	-1.3647831603909628	0.3634609097484384	7	3	6	2	TRUE	ae	a	back	V
kampecra	kampec	[/N][Subl]	2	8570080167	1979	-2.6319548887939765	0.3634609097484384	8	3	6	2	TRUE	ae	ra	back	C
kampecre	kampec	[/N][Subl]	4	8570080167	1979	-2.3309248931299953	0.3634609097484384	8	3	6	2	TRUE	ae	re	front	C
kancsertól	kancser	[/N][Abl]	1	8570080167	1	-2.932984884457958	-2.932984884457958	10	3	7	2	FALSE	ae	tól	back	C
karcerből	karcer	[/N][Ela]	15	8570080167	215	-1.756893625402277	-0.6005464245423525	9	3	6	2	TRUE	ae	ből	front	C
karcerba	karcer	[/N][Ill]	22	8570080167	215	-1.5905622036357516	-0.6005464245423525	8	3	6	2	TRUE	ae	ba	back	C
karcerbe	karcer	[/N][Ill]	47	8570080167	215	-1.2608870265222405	-0.6005464245423525	8	3	6	2	TRUE	ae	be	front	C
karcerban	karcer	[/N][Ine]	12	8570080167	215	-1.853803638410333	-0.6005464245423525	9	3	6	2	TRUE	ae	ban	back	C
karcerben	karcer	[/N][Ine]	21	8570080167	215	-1.6107655897240385	-0.6005464245423525	9	3	6	2	TRUE	ae	ben	front	C
karcerral	karcer	[/N][Ins]	2	8570080167	215	-2.6319548887939765	-0.6005464245423525	9	3	6	2	TRUE	ae	val	back	C
karcerrel	karcer	[/N][Ins]	5	8570080167	215	-2.234014880121939	-0.6005464245423525	9	3	6	2	TRUE	ae	vel	front	C
karcerek	karcer	[/N][Pl][Nom]	2	8570080167	215	-2.6319548887939765	-0.6005464245423525	8	3	6	2	TRUE	ae	ek	front	V
karcerré	karcer	[/N][Transl]	3	8570080167	215	-2.455863629738295	-0.6005464245423525	8	3	6	2	TRUE	ae	vé	front	C
karlentől	karlen	[/N][Abl]	1	8570080167	33	-2.932984884457958	-1.4144709445800705	9	3	6	2	FALSE	ae	től	front	C
karlenek	karlen	[/N][Pl][Nom]	1	8570080167	33	-2.932984884457958	-1.4144709445800705	8	3	6	2	FALSE	ae	ek	front	V
kartelltól	kartell	[/N][Abl]	1	8570080167	13348	-2.932984884457958	1.1924313135247973	10	3	7	2	TRUE	ae	tól	back	C
kartelltől	kartell	[/N][Abl]	43	8570080167	13348	-1.2995164288783714	1.1924313135247973	10	3	7	2	TRUE	ae	től	front	C
kartellnél	kartell	[/N][Ade]	17	8570080167	13348	-1.702535963079684	1.1924313135247973	10	3	7	2	TRUE	ae	nél	front	C
kartellhez	kartell	[/N][All]	48	8570080167	13348	-1.2517436470823706	1.1924313135247973	10	3	7	2	TRUE	ae	hez	front	C
kartellnak	kartell	[/N][Dat]	20	8570080167	13348	-1.6319548887939763	1.1924313135247973	10	3	7	2	TRUE	ae	nak	back	C
kartellnek	kartell	[/N][Dat]	306	8570080167	13348	-0.44726345797637784	1.1924313135247973	10	3	7	2	TRUE	ae	nek	front	C
kartellról	kartell	[/N][Del]	3	8570080167	13348	-2.455863629738295	1.1924313135247973	10	3	7	2	TRUE	ae	ról	back	C
kartellről	kartell	[/N][Del]	142	8570080167	13348	-0.7806965400749013	1.1924313135247973	10	3	7	2	TRUE	ae	ről	front	C
kartellból	kartell	[/N][Ela]	2	8570080167	13348	-2.6319548887939765	1.1924313135247973	10	3	7	2	TRUE	ae	ból	back	C
kartellből	kartell	[/N][Ela]	50	8570080167	13348	-1.234014880121939	1.1924313135247973	10	3	7	2	TRUE	ae	ből	front	C
kartellba	kartell	[/N][Ill]	45	8570080167	13348	-1.279772370682614	1.1924313135247973	9	3	7	2	TRUE	ae	ba	back	C
kartellbe	kartell	[/N][Ill]	286	8570080167	13348	-0.4766188513289148	1.1924313135247973	9	3	7	2	TRUE	ae	be	front	C
kartellban	kartell	[/N][Ine]	42	8570080167	13348	-1.3097355940600577	1.1924313135247973	10	3	7	2	TRUE	ae	ban	back	C
kartellben	kartell	[/N][Ine]	424	8570080167	13348	-0.3056190278652252	1.1924313135247973	10	3	7	2	TRUE	ae	ben	front	C
kartellal	kartell	[/N][Ins]	12	8570080167	13348	-1.853803638410333	1.1924313135247973	9	3	7	2	TRUE	ae	val	back	C
kartellel	kartell	[/N][Ins]	320	8570080167	13348	-0.4278349061380518	1.1924313135247973	9	3	7	2	TRUE	ae	vel	front	C
kartelljeink	kartell	[/N][Pl.Poss.1Pl][Nom]	1	8570080167	13348	-2.932984884457958	1.1924313135247973	12	4	7	2	TRUE	ae	jeink	front	C
kartelljeik	kartell	[/N][Pl.Poss.3Pl][Nom]	4	8570080167	13348	-2.3309248931299953	1.1924313135247973	11	4	7	2	TRUE	ae	jeik	front	C
kartelljei	kartell	[/N][Pl.Poss.3Sg][Nom]	14	8570080167	13348	-1.7868568487797198	1.1924313135247973	10	4	7	2	TRUE	ae	jei	front	C
kartellok	kartell	[/N][Pl][Nom]	3	8570080167	13348	-2.455863629738295	1.1924313135247973	9	3	7	2	TRUE	ae	ok	back	V
kartellek	kartell	[/N][Pl][Nom]	2845	8570080167	13348	0.5210973862731321	1.1924313135247973	9	3	7	2	TRUE	ae	ek	front	V
kartellünk	kartell	[/N][Poss.1Pl][Nom]	3	8570080167	13348	-2.455863629738295	1.1924313135247973	10	3	7	2	TRUE	ae	ünk	front	V
kartelled	kartell	[/N][Poss.2Sg][Nom]	1	8570080167	13348	-2.932984884457958	1.1924313135247973	9	3	7	2	TRUE	ae	ed	front	V
kartelljük	kartell	[/N][Poss.3Pl][Nom]	6	8570080167	13348	-2.1548336340743144	1.1924313135247973	10	3	7	2	TRUE	ae	jük	front	C
kartellja	kartell	[/N][Poss.3Sg][Nom]	8	8570080167	13348	-2.0298948974660145	1.1924313135247973	9	3	7	2	TRUE	ae	ja	back	C
kartellje	kartell	[/N][Poss.3Sg][Nom]	116	8570080167	13348	-0.8685268952310394	1.1924313135247973	9	3	7	2	TRUE	ae	je	front	C
kartellra	kartell	[/N][Subl]	5	8570080167	13348	-2.234014880121939	1.1924313135247973	9	3	7	2	TRUE	ae	ra	back	C
kartellre	kartell	[/N][Subl]	98	8570080167	13348	-0.9417588087654628	1.1924313135247973	9	3	7	2	TRUE	ae	re	front	C
kartellen	kartell	[/N][Supe]	428	8570080167	13348	-0.30154111544478585	1.1924313135247973	9	3	7	2	TRUE	ae	en	front	V
kartellé	kartell	[/N][Transl]	13	8570080167	13348	-1.819041532151121	1.1924313135247973	8	3	7	2	TRUE	ae	vé	front	C
kartellenként	kartell	[/N][_Distr:nként/Adv]	1	8570080167	13348	-2.932984884457958	1.1924313135247973	13	4	7	2	TRUE	ae	enként	front	V
kartertól	karter	[/N][Abl]	2	8570080167	1181	-2.6319548887939765	0.13926501315555695	9	3	6	2	TRUE	ae	tól	back	C
kartertől	karter	[/N][Abl]	9	8570080167	1181	-1.978742375018633	0.13926501315555695	9	3	6	2	TRUE	ae	től	front	C
karternál	karter	[/N][Ade]	2	8570080167	1181	-2.6319548887939765	0.13926501315555695	9	3	6	2	TRUE	ae	nál	back	C
karternél	karter	[/N][Ade]	13	8570080167	1181	-1.819041532151121	0.13926501315555695	9	3	6	2	TRUE	ae	nél	front	C
karterhoz	karter	[/N][All]	7	8570080167	1181	-2.087886844443701	0.13926501315555695	9	3	6	2	TRUE	ae	hoz	back	C
karterhez	karter	[/N][All]	6	8570080167	1181	-2.1548336340743144	0.13926501315555695	9	3	6	2	TRUE	ae	hez	front	C
karternek	karter	[/N][Dat]	10	8570080167	1181	-1.9329848844579576	0.13926501315555695	9	3	6	2	TRUE	ae	nek	front	C
karterről	karter	[/N][Del]	2	8570080167	1181	-2.6319548887939765	0.13926501315555695	9	3	6	2	TRUE	ae	ről	front	C
karterból	karter	[/N][Ela]	2	8570080167	1181	-2.6319548887939765	0.13926501315555695	9	3	6	2	TRUE	ae	ból	back	C
karterből	karter	[/N][Ela]	38	8570080167	1181	-1.3532012878411477	0.13926501315555695	9	3	6	2	TRUE	ae	ből	front	C
karterba	karter	[/N][Ill]	74	8570080167	1181	-1.0637531647269816	0.13926501315555695	8	3	6	2	TRUE	ae	ba	back	C
karterbe	karter	[/N][Ill]	57	8570080167	1181	-1.1771100287854663	0.13926501315555695	8	3	6	2	TRUE	ae	be	front	C
karterban	karter	[/N][Ine]	24	8570080167	1181	-1.552773642746352	0.13926501315555695	9	3	6	2	TRUE	ae	ban	back	C
karterben	karter	[/N][Ine]	59	8570080167	1181	-1.1621328728158136	0.13926501315555695	9	3	6	2	TRUE	ae	ben	front	C
karterral	karter	[/N][Ins]	1	8570080167	1181	-2.932984884457958	0.13926501315555695	9	3	6	2	TRUE	ae	val	back	C
karterrel	karter	[/N][Ins]	18	8570080167	1181	-1.6777123793546518	0.13926501315555695	9	3	6	2	TRUE	ae	vel	front	C
karterja	karter	[/N][Poss.3Sg][Nom]	1	8570080167	1181	-2.932984884457958	0.13926501315555695	8	3	6	2	TRUE	ae	ja	back	C
karterje	karter	[/N][Poss.3Sg][Nom]	2	8570080167	1181	-2.6319548887939765	0.13926501315555695	8	3	6	2	TRUE	ae	je	front	C
karterre	karter	[/N][Subl]	2	8570080167	1181	-2.6319548887939765	0.13926501315555695	8	3	6	2	TRUE	ae	re	front	C
karteren	karter	[/N][Supe]	16	8570080167	1181	-1.728864901802033	0.13926501315555695	8	3	6	2	TRUE	ae	en	front	V
kaspertől	kasper	[/N][Abl]	3	8570080167	4608	-2.455863629738295	0.7305275859571978	9	3	6	2	FALSE	ae	től	front	C
kaspernél	kasper	[/N][Ade]	3	8570080167	4608	-2.455863629738295	0.7305275859571978	9	3	6	2	FALSE	ae	nél	front	C
kasperhez	kasper	[/N][All]	1	8570080167	4608	-2.932984884457958	0.7305275859571978	9	3	6	2	FALSE	ae	hez	front	C
kaspernak	kasper	[/N][Dat]	1	8570080167	4608	-2.932984884457958	0.7305275859571978	9	3	6	2	FALSE	ae	nak	back	C
kaspernek	kasper	[/N][Dat]	13	8570080167	4608	-1.819041532151121	0.7305275859571978	9	3	6	2	FALSE	ae	nek	front	C
kasperről	kasper	[/N][Del]	8	8570080167	4608	-2.0298948974660145	0.7305275859571978	9	3	6	2	FALSE	ae	ről	front	C
kasperrel	kasper	[/N][Ins]	18	8570080167	4608	-1.6777123793546518	0.7305275859571978	9	3	6	2	FALSE	ae	vel	front	C
kasperek	kasper	[/N][Pl][Nom]	13	8570080167	4608	-1.819041532151121	0.7305275859571978	8	3	6	2	FALSE	ae	ek	front	V
kasperra	kasper	[/N][Subl]	1	8570080167	4608	-2.932984884457958	0.7305275859571978	8	3	6	2	FALSE	ae	ra	back	C
kasperre	kasper	[/N][Subl]	9	8570080167	4608	-1.978742375018633	0.7305275859571978	8	3	6	2	FALSE	ae	re	front	C
kasperen	kasper	[/N][Supe]	1	8570080167	4608	-2.932984884457958	0.7305275859571978	8	3	6	2	FALSE	ae	en	front	V
klapecot	klapec	[/N][Acc]	3	8570080167	99	-2.455863629738295	-0.937349689860408	8	3	6	2	TRUE	ae	ot	back	V
klapecet	klapec	[/N][Acc]	2	8570080167	99	-2.6319548887939765	-0.937349689860408	8	3	6	2	TRUE	ae	et	front	V
klapechez	klapec	[/N][All]	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	hez	front	C
klapecnak	klapec	[/N][Dat]	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	nak	back	C
klapecnek	klapec	[/N][Dat]	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	nek	front	C
klapecból	klapec	[/N][Ela]	1	8570080167	99	-2.932984884457958	-0.937349689860408	9	3	6	2	TRUE	ae	ból	back	C
klapeccel	klapec	[/N][Ins]	3	8570080167	99	-2.455863629738295	-0.937349689860408	9	3	6	2	TRUE	ae	vel	front	C
klapecok	klapec	[/N][Pl][Nom]	10	8570080167	99	-1.9329848844579576	-0.937349689860408	8	3	6	2	TRUE	ae	ok	back	V
klapecom	klapec	[/N][Poss.1Sg][Nom]	1	8570080167	99	-2.932984884457958	-0.937349689860408	8	3	6	2	TRUE	ae	om	back	V
klapecra	klapec	[/N][Subl]	2	8570080167	99	-2.6319548887939765	-0.937349689860408	8	3	6	2	TRUE	ae	ra	back	C
klapeccé	klapec	[/N][Transl]	2	8570080167	99	-2.6319548887939765	-0.937349689860408	8	3	6	2	TRUE	ae	vé	front	C
klasztertől	klaszter	[/N][Abl]	79	8570080167	72146	-1.0353577931675164	1.9252273729939529	11	3	8	2	FALSE	ae	től	front	C
klaszternél	klaszter	[/N][Ade]	88	8570080167	72146	-0.9885022123077892	1.9252273729939529	11	3	8	2	FALSE	ae	nél	front	C
klaszterhoz	klaszter	[/N][All]	1	8570080167	72146	-2.932984884457958	1.9252273729939529	11	3	8	2	FALSE	ae	hoz	back	C
klaszterhez	klaszter	[/N][All]	658	8570080167	72146	-0.11475899084400232	1.9252273729939529	11	3	8	2	FALSE	ae	hez	front	C
klaszternak	klaszter	[/N][Dat]	14	8570080167	72146	-1.7868568487797198	1.9252273729939529	11	3	8	2	FALSE	ae	nak	back	C
klaszternek	klaszter	[/N][Dat]	756	8570080167	72146	-0.05446308895675132	1.9252273729939529	11	3	8	2	FALSE	ae	nek	front	C
klaszterről	klaszter	[/N][Del]	90	8570080167	72146	-0.9787423750186328	1.9252273729939529	11	3	8	2	FALSE	ae	ről	front	C
klaszterból	klaszter	[/N][Ela]	2	8570080167	72146	-2.6319548887939765	1.9252273729939529	11	3	8	2	FALSE	ae	ból	back	C
klaszterből	klaszter	[/N][Ela]	162	8570080167	72146	-0.7234698699153269	1.9252273729939529	11	3	8	2	FALSE	ae	ből	front	C
klaszterba	klaszter	[/N][Ill]	30	8570080167	72146	-1.4558636297382954	1.9252273729939529	10	3	8	2	FALSE	ae	ba	back	C
klaszterbe	klaszter	[/N][Ill]	1417	8570080167	72146	0.2183849657895026	1.9252273729939529	10	3	8	2	FALSE	ae	be	front	C
klaszterban	klaszter	[/N][Ine]	17	8570080167	72146	-1.702535963079684	1.9252273729939529	11	3	8	2	FALSE	ae	ban	back	C
klaszterben	klaszter	[/N][Ine]	1359	8570080167	72146	0.20023457227453648	1.9252273729939529	11	3	8	2	FALSE	ae	ben	front	C
klaszterral	klaszter	[/N][Ins]	5	8570080167	72146	-2.234014880121939	1.9252273729939529	11	3	8	2	FALSE	ae	val	back	C
klaszterrel	klaszter	[/N][Ins]	436	8570080167	72146	-0.2934983951893718	1.9252273729939529	11	3	8	2	FALSE	ae	vel	front	C
klasztereink	klaszter	[/N][Pl.Poss.1Pl][Nom]	14	8570080167	72146	-1.7868568487797198	1.9252273729939529	12	4	8	2	FALSE	ae	eink	front	V
klasztereik	klaszter	[/N][Pl.Poss.3Pl][Nom]	6	8570080167	72146	-2.1548336340743144	1.9252273729939529	11	4	8	2	FALSE	ae	eik	front	V
klaszterei	klaszter	[/N][Pl.Poss.3Sg][Nom]	218	8570080167	72146	-0.594528390853353	1.9252273729939529	10	4	8	2	FALSE	ae	ei	front	V
klaszterok	klaszter	[/N][Pl][Nom]	5	8570080167	72146	-2.234014880121939	1.9252273729939529	10	3	8	2	FALSE	ae	ok	back	V
klaszterek	klaszter	[/N][Pl][Nom]	13231	8570080167	72146	1.188607784980449	1.9252273729939529	10	3	8	2	FALSE	ae	ek	front	V
klaszterünk	klaszter	[/N][Poss.1Pl][Nom]	296	8570080167	72146	-0.4616931733990192	1.9252273729939529	11	3	8	2	FALSE	ae	ünk	front	V
klaszterük	klaszter	[/N][Poss.3Pl][Nom]	16	8570080167	72146	-1.728864901802033	1.9252273729939529	10	3	8	2	FALSE	ae	ük	front	V
klaszterja	klaszter	[/N][Poss.3Sg][Nom]	1	8570080167	72146	-2.932984884457958	1.9252273729939529	10	3	8	2	FALSE	ae	ja	back	C
klasztere	klaszter	[/N][Poss.3Sg][Nom]	318	8570080167	72146	-0.4305577644735252	1.9252273729939529	9	3	8	2	FALSE	ae	e	front	V
klaszterra	klaszter	[/N][Subl]	1	8570080167	72146	-2.932984884457958	1.9252273729939529	10	3	8	2	FALSE	ae	ra	back	C
klaszterre	klaszter	[/N][Subl]	264	8570080167	72146	-0.5113809575881267	1.9252273729939529	10	3	8	2	FALSE	ae	re	front	C
klaszteron	klaszter	[/N][Supe]	1	8570080167	72146	-2.932984884457958	1.9252273729939529	10	3	8	2	FALSE	ae	on	back	V
klaszteren	klaszter	[/N][Supe]	493	8570080167	72146	-0.24013796518072783	1.9252273729939529	10	3	8	2	FALSE	ae	en	front	V
klaszterré	klaszter	[/N][Transl]	107	8570080167	72146	-0.9036011067727482	1.9252273729939529	10	3	8	2	FALSE	ae	vé	front	C
klaszterenként	klaszter	[/N][_Distr:nként/Adv]	77	8570080167	72146	-1.046494159285476	1.9252273729939529	14	4	8	2	FALSE	ae	enként	front	V
klozettól	klozet	[/N][Abl]	2	8570080167	993	-2.6319548887939765	0.06396436403742334	9	3	6	2	TRUE	oe	tól	back	C
klozettől	klozet	[/N][Abl]	1	8570080167	993	-2.932984884457958	0.06396436403742334	9	3	6	2	TRUE	oe	től	front	C
klozetot	klozet	[/N][Acc]	58	8570080167	993	-1.169556890895021	0.06396436403742334	8	3	6	2	TRUE	oe	ot	back	V
klozetet	klozet	[/N][Acc]	25	8570080167	993	-1.5350448757859203	0.06396436403742334	8	3	6	2	TRUE	oe	et	front	V
klozetnál	klozet	[/N][Ade]	2	8570080167	993	-2.6319548887939765	0.06396436403742334	9	3	6	2	TRUE	oe	nál	back	C
klozetnél	klozet	[/N][Ade]	3	8570080167	993	-2.455863629738295	0.06396436403742334	9	3	6	2	TRUE	oe	nél	front	C
klozethoz	klozet	[/N][All]	1	8570080167	993	-2.932984884457958	0.06396436403742334	9	3	6	2	TRUE	oe	hoz	back	C
klozethez	klozet	[/N][All]	5	8570080167	993	-2.234014880121939	0.06396436403742334	9	3	6	2	TRUE	oe	hez	front	C
klozetnak	klozet	[/N][Dat]	6	8570080167	993	-2.1548336340743144	0.06396436403742334	9	3	6	2	TRUE	oe	nak	back	C
klozetnek	klozet	[/N][Dat]	10	8570080167	993	-1.9329848844579576	0.06396436403742334	9	3	6	2	TRUE	oe	nek	front	C
klozetról	klozet	[/N][Del]	11	8570080167	993	-1.8915921992997329	0.06396436403742334	9	3	6	2	TRUE	oe	ról	back	C
klozetről	klozet	[/N][Del]	9	8570080167	993	-1.978742375018633	0.06396436403742334	9	3	6	2	TRUE	oe	ről	front	C
klozetból	klozet	[/N][Ela]	10	8570080167	993	-1.9329848844579576	0.06396436403742334	9	3	6	2	TRUE	oe	ból	back	C
klozetből	klozet	[/N][Ela]	7	8570080167	993	-2.087886844443701	0.06396436403742334	9	3	6	2	TRUE	oe	ből	front	C
klozetba	klozet	[/N][Ill]	62	8570080167	993	-1.140593194959704	0.06396436403742334	8	3	6	2	TRUE	oe	ba	back	C
klozetbe	klozet	[/N][Ill]	17	8570080167	993	-1.702535963079684	0.06396436403742334	8	3	6	2	TRUE	oe	be	front	C
klozetban	klozet	[/N][Ine]	40	8570080167	993	-1.3309248931299955	0.06396436403742334	9	3	6	2	TRUE	oe	ban	back	C
klozetben	klozet	[/N][Ine]	23	8570080167	993	-1.571257048440365	0.06396436403742334	9	3	6	2	TRUE	oe	ben	front	C
klozettal	klozet	[/N][Ins]	6	8570080167	993	-2.1548336340743144	0.06396436403742334	9	3	6	2	TRUE	oe	val	back	C
klozettel	klozet	[/N][Ins]	5	8570080167	993	-2.234014880121939	0.06396436403742334	9	3	6	2	TRUE	oe	vel	front	C
klozetok	klozet	[/N][Pl][Nom]	13	8570080167	993	-1.819041532151121	0.06396436403742334	8	3	6	2	TRUE	oe	ok	back	V
klozetek	klozet	[/N][Pl][Nom]	21	8570080167	993	-1.6107655897240385	0.06396436403742334	8	3	6	2	TRUE	oe	ek	front	V
klozetunk	klozet	[/N][Poss.1Pl][Nom]	1	8570080167	993	-2.932984884457958	0.06396436403742334	9	3	6	2	TRUE	oe	unk	back	V
klozetünk	klozet	[/N][Poss.1Pl][Nom]	2	8570080167	993	-2.6319548887939765	0.06396436403742334	9	3	6	2	TRUE	oe	ünk	front	V
klozeted	klozet	[/N][Poss.2Sg][Nom]	1	8570080167	993	-2.932984884457958	0.06396436403742334	8	3	6	2	TRUE	oe	ed	front	V
klozetja	klozet	[/N][Poss.3Sg][Nom]	3	8570080167	993	-2.455863629738295	0.06396436403742334	8	3	6	2	TRUE	oe	ja	back	C
klozetje	klozet	[/N][Poss.3Sg][Nom]	2	8570080167	993	-2.6319548887939765	0.06396436403742334	8	3	6	2	TRUE	oe	je	front	C
klozetra	klozet	[/N][Subl]	81	8570080167	993	-1.024499865579308	0.06396436403742334	8	3	6	2	TRUE	oe	ra	back	C
klozetre	klozet	[/N][Subl]	21	8570080167	993	-1.6107655897240385	0.06396436403742334	8	3	6	2	TRUE	oe	re	front	C
klozeton	klozet	[/N][Supe]	89	8570080167	993	-0.983594877813045	0.06396436403742334	8	3	6	2	TRUE	oe	on	back	V
klozeten	klozet	[/N][Supe]	32	8570080167	993	-1.427834906138052	0.06396436403742334	8	3	6	2	TRUE	oe	en	front	V
klozettá	klozet	[/N][Transl]	3	8570080167	993	-2.455863629738295	0.06396436403742334	8	3	6	2	TRUE	oe	vá	back	C
klozetté	klozet	[/N][Transl]	1	8570080167	993	-2.932984884457958	0.06396436403742334	8	3	6	2	TRUE	oe	vé	front	C
koffertól	koffer	[/N][Abl]	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	tól	back	C
koffertől	koffer	[/N][Abl]	6	8570080167	7809	-2.1548336340743144	0.9596105383709403	9	3	6	2	TRUE	oe	től	front	C
koffernél	koffer	[/N][Ade]	9	8570080167	7809	-1.978742375018633	0.9596105383709403	9	3	6	2	TRUE	oe	nél	front	C
kofferhoz	koffer	[/N][All]	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	hoz	back	C
kofferhez	koffer	[/N][All]	18	8570080167	7809	-1.6777123793546518	0.9596105383709403	9	3	6	2	TRUE	oe	hez	front	C
koffernak	koffer	[/N][Dat]	8	8570080167	7809	-2.0298948974660145	0.9596105383709403	9	3	6	2	TRUE	oe	nak	back	C
koffernek	koffer	[/N][Dat]	32	8570080167	7809	-1.427834906138052	0.9596105383709403	9	3	6	2	TRUE	oe	nek	front	C
kofferról	koffer	[/N][Del]	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	ról	back	C
kofferről	koffer	[/N][Del]	22	8570080167	7809	-1.5905622036357516	0.9596105383709403	9	3	6	2	TRUE	oe	ről	front	C
kofferból	koffer	[/N][Ela]	21	8570080167	7809	-1.6107655897240385	0.9596105383709403	9	3	6	2	TRUE	oe	ból	back	C
kofferből	koffer	[/N][Ela]	72	8570080167	7809	-1.0756523880266893	0.9596105383709403	9	3	6	2	TRUE	oe	ből	front	C
kofferba	koffer	[/N][Ill]	109	8570080167	7809	-0.8955583865173342	0.9596105383709403	8	3	6	2	TRUE	oe	ba	back	C
kofferbe	koffer	[/N][Ill]	216	8570080167	7809	-0.5985311333070269	0.9596105383709403	8	3	6	2	TRUE	oe	be	front	C
kofferban	koffer	[/N][Ine]	191	8570080167	7809	-0.6519515172102303	0.9596105383709403	9	3	6	2	TRUE	oe	ban	back	C
kofferben	koffer	[/N][Ine]	714	8570080167	7809	-0.07928667268178345	0.9596105383709403	9	3	6	2	TRUE	oe	ben	front	C
kofferral	koffer	[/N][Ins]	161	8570080167	7809	-0.7261590084261081	0.9596105383709403	9	3	6	2	TRUE	oe	val	back	C
kofferrel	koffer	[/N][Ins]	315	8570080167	7809	-0.4346743306683573	0.9596105383709403	9	3	6	2	TRUE	oe	vel	front	C
kofferjaink	koffer	[/N][Pl.Poss.1Pl][Nom]	1	8570080167	7809	-2.932984884457958	0.9596105383709403	11	4	6	2	TRUE	oe	jaink	back	C
koffereink	koffer	[/N][Pl.Poss.1Pl][Nom]	11	8570080167	7809	-1.8915921992997329	0.9596105383709403	10	4	6	2	TRUE	oe	eink	front	V
koffereim	koffer	[/N][Pl.Poss.1Sg][Nom]	2	8570080167	7809	-2.6319548887939765	0.9596105383709403	9	4	6	2	TRUE	oe	eim	front	V
koffereik	koffer	[/N][Pl.Poss.3Pl][Nom]	2	8570080167	7809	-2.6319548887939765	0.9596105383709403	9	4	6	2	TRUE	oe	eik	front	V
kofferjai	koffer	[/N][Pl.Poss.3Sg][Nom]	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	4	6	2	TRUE	oe	jai	back	C
kofferjei	koffer	[/N][Pl.Poss.3Sg][Nom]	34	8570080167	7809	-1.4015059674157029	0.9596105383709403	9	4	6	2	TRUE	oe	jei	front	C
kofferok	koffer	[/N][Pl][Nom]	35	8570080167	7809	-1.388916840107682	0.9596105383709403	8	3	6	2	TRUE	oe	ok	back	V
kofferek	koffer	[/N][Pl][Nom]	442	8570080167	7809	-0.28756261510886594	0.9596105383709403	8	3	6	2	TRUE	oe	ek	front	V
kofferunk	koffer	[/N][Poss.1Pl][Nom]	6	8570080167	7809	-2.1548336340743144	0.9596105383709403	9	3	6	2	TRUE	oe	unk	back	V
kofferünk	koffer	[/N][Poss.1Pl][Nom]	22	8570080167	7809	-1.5905622036357516	0.9596105383709403	9	3	6	2	TRUE	oe	ünk	front	V
kofferom	koffer	[/N][Poss.1Sg][Nom]	16	8570080167	7809	-1.728864901802033	0.9596105383709403	8	3	6	2	TRUE	oe	om	back	V
kofferem	koffer	[/N][Poss.1Sg][Nom]	63	8570080167	7809	-1.133644335004376	0.9596105383709403	8	3	6	2	TRUE	oe	em	front	V
kofferod	koffer	[/N][Poss.2Sg][Nom]	33	8570080167	7809	-1.4144709445800705	0.9596105383709403	8	3	6	2	TRUE	oe	od	back	V
koffered	koffer	[/N][Poss.2Sg][Nom]	15	8570080167	7809	-1.756893625402277	0.9596105383709403	8	3	6	2	TRUE	oe	ed	front	V
kofferjuk	koffer	[/N][Poss.3Pl][Nom]	1	8570080167	7809	-2.932984884457958	0.9596105383709403	9	3	6	2	TRUE	oe	juk	back	C
kofferjük	koffer	[/N][Poss.3Pl][Nom]	5	8570080167	7809	-2.234014880121939	0.9596105383709403	9	3	6	2	TRUE	oe	jük	front	C
kofferja	koffer	[/N][Poss.3Sg][Nom]	42	8570080167	7809	-1.3097355940600577	0.9596105383709403	8	3	6	2	TRUE	oe	ja	back	C
koffere	koffer	[/N][Poss.3Sg][Nom]	43	8570080167	7809	-1.2995164288783714	0.9596105383709403	7	3	6	2	TRUE	oe	e	front	V
kofferra	koffer	[/N][Subl]	30	8570080167	7809	-1.4558636297382954	0.9596105383709403	8	3	6	2	TRUE	oe	ra	back	C
